English Term,Lemma,IPA,Russian Pronunciation,Russian Translation,POS Mode,Part of Speech (EN),Part of Speech (RU),Frequency
dragged,dragged,drægd,дрэгд,тащили,wordnet,verb,глагол,1
dragging,dragging,ˈdrægɪŋ,дрэгин,перетаскивание,wordnet,verb,глагол,6
dragon,dragon,ˈdrægən,дрэгн,дракон,wordnet,noun,существительное,5
dreary,dreary,ˈdrɪri,дрири,унылый,wordnet,adj,прилагательное,3
drummer,drummer,ˈdrəmər,дрмэр,барабанщик,wordnet,noun,существительное,4
duke,duke,duk,дук,герцог,wordnet,noun,существительное,1
dule,dule,dul,дул,дул,wordnet,,,4
dull,dull,dəl,дл,тупой,wordnet,verb,глагол,1
durable,durable,ˈdʊrəbəl,дурэбл,прочный,wordnet,adj,прилагательное,4
dusty,dusty,ˈdəsti,дэсти,пыльный,wordnet,adj,прилагательное,1
dvd,dvd,ˌdiˌviˈdi,дивиди,DVD,wordnet,noun,существительное,6
ear,ear,ɪr,ир,ухо,wordnet,noun,существительное,1
earliest,earliest,ˈərliəst,эрлиэст,самый ранний,wordnet,adj,прилагательное,1
earnest,earnest,ˈərnɪst,эрнист,серьезный,wordnet,noun,существительное,1
eaten,eaten,ˈitən,итн,съеденный,wordnet,verb,глагол,1
eating,eating,ˈitɪŋ,итин,еда,wordnet,noun,существительное,1
economical,economical,ˌɛkəˈnɑmɪkəl,экэнамикл,экономичный,wordnet,adj,прилагательное,1
education,education,ˌɛʤəˈkeɪʃən,эджэкэйшн,образование,wordnet,noun,существительное,2
effectiveness,effectiveness,ˈifɛktɪvnəs,ифэктивнэс,эффективность,wordnet,noun,существительное,1
egg,egg,ɛg,эг,яйцо,wordnet,noun,существительное,253
ein,ein,aɪn,айн,Эйн,wordnet,,,2
ela,ela,ˈɛlə,элэ,Эла,wordnet,noun,существительное,1
elaborate,elaborate,ɪˈlæbərˌeɪt,илэбэрэйт,разрабатывать,wordnet,verb,глагол,1
elapsed,elapsed,ɪˈlæpst,илэпст,истек,wordnet,verb,глагол,7
electronics,electronics,ˌɪˌlɛkˈtrɑnɪks,илэктраникс,электроника,wordnet,noun,существительное,1
elephant,elephant,ˈɛləfənt,элэфнт,слон,wordnet,noun,существительное,32
elevator,elevator,ˈɛləˌveɪtər,элэвэйтэр,лифт,wordnet,noun,существительное,1
ell,ell,ɛl,эл,элл,wordnet,noun,существительное,1
ellipse,ellipse,ɪˈlɪps,илипс,эллипс,wordnet,noun,существительное,8
elton,elton,ˈɛltən,элтн,Элтон,wordnet,,,3
emboss,emboss,ɪmˈbɔs,имбос,тиснять,wordnet,verb,глагол,1
emo,emo,ˈiˌmoʊ,имоу,эмо,wordnet,,,1
emory,emory,ˈɛməri,эмэри,Эмори,wordnet,,,1
employ,employ,ɪmˈplɔɪ,имплой,нанимать,wordnet,noun,существительное,1
enabling,enabling,ɪˈneɪbəlɪŋ,инэйблин,позволяющий,wordnet,verb,глагол,2
enchanted,enchanted,ɛnˈʧænɪd,энчэнид,очарованный,wordnet,verb,глагол,1
encountering,encountering,ɛnˈkaʊnərɪŋ,энкаунэрин,встреча,wordnet,verb,глагол,1
encrypt,encrypt,ɪnˈkrɪpt,инкрипт,шифровать,wordnet,verb,глагол,8
encrypted,encrypted,ɪnˈkrɪptɪd,инкриптид,зашифрованный,wordnet,verb,глагол,21
encryption,encryption,ɛnˈkrɪpʃən,энкрипшн,шифрование,wordnet,noun,существительное,3
endpoint,endpoint,ˈɛndˌpɔɪnt,эндпойнт,конечная точка,wordnet,noun,существительное,7
energetic,energetic,ˌɛnərˈʤɛtɪk,энэрджэтик,энергичный,wordnet,adj,прилагательное,1
enhanced,enhanced,ɛnˈhænst,энхэнст,улучшенный,wordnet,verb,глагол,1
enlarge,enlarge,ˌɛnˈlɑrʤ,энлардж,увеличить,wordnet,verb,глагол,1
enlightenment,enlightenment,ˌɛnˈlaɪtənmənt,энлайтнмнт,просветление,wordnet,noun,существительное,1
ent,ent,ɛnt,энт,ент,wordnet,,,4
enterprise,enterprise,ˈɛnərˌpraɪz,энэрпрайз,предприятие,wordnet,noun,существительное,1
enumeration,enumeration,ɪˌnumərˈeɪʃən,инумэрэйшн,перечисление,wordnet,noun,существительное,2
erased,erased,ɪˈreɪst,ирэйст,стёрт,wordnet,verb,глагол,1
erases,erases,ɪˈreɪsɪz,ирэйсиз,стирает,wordnet,verb,глагол,2
errand,errand,ˈɛrənd,эрнд,поручение,wordnet,noun,существительное,1
escaped,escaped,ɪˈskeɪpt,искэйпт,сбежал,wordnet,verb,глагол,10
escaping,escaping,ɪˈskeɪpɪŋ,искэйпин,побег,wordnet,verb,глагол,2
estimate,estimate,ˈɛstəˌmeɪt,эстмэйт,оценивать,wordnet,noun,существительное,1
etched,etched,ɛʧt,эчт,запечатленный,wordnet,verb,глагол,1
ethic,ethic,ˈɛθɪk,эсик,этика,wordnet,noun,существительное,1
etiquette,etiquette,ˈɛtəkət,этэкэт,этикет,wordnet,noun,существительное,1
european,european,ˌjʊrəˈpiən,юрэпин,европейский,wordnet,noun,существительное,3
evader,evader,ɪˈveɪdər,ивэйдэр,уклонист,wordnet,,,1
eve,eve,iv,ив,канун,wordnet,noun,существительное,12
evening,evening,ˈivnɪŋ,ивнин,вечер,wordnet,noun,существительное,12
everyday,everyday,ˈɛvriˈdeɪ,эвридэй,каждый день,wordnet,adj,прилагательное,1
evidenced,evidenced,ˈɛvɪdənst,эвиднст,доказано,wordnet,verb,глагол,1
exaggerated,exaggerated,ɪgˈzæʤərˌeɪtɪd,игзэджэрэйтид,преувеличенный,wordnet,verb,глагол,1
exceeded,exceeded,ɪkˈsidɪd,иксидид,превысил,wordnet,verb,глагол,2
exceeding,exceeding,ɪkˈsidɪŋ,иксидин,превышающий,wordnet,verb,глагол,1
exceptionally,exceptionally,ɪkˈsɛpʃənəli,иксэпшнли,исключительно,wordnet,adv,наречие,1
excitement,excitement,ɪkˈsaɪtmənt,иксайтмнт,возбуждение,wordnet,noun,существительное,1
exclamation,exclamation,ˌɛkskləˈmeɪʃən,эксклэмэйшн,восклицание,wordnet,noun,существительное,4
excludes,excludes,ɪkˈskludz,иксклудз,исключает,wordnet,verb,глагол,1
extinguished,extinguished,ɪkˈstɪŋgwɪʃt,икстингуишт,потухший,wordnet,verb,глагол,1
extraordinary,extraordinary,ˌɛkstrəˈɔrdəˌnɛri,экстрэорднэри,необыкновенный,wordnet,adj,прилагательное,1
fallback,fallback,ˈfɔlˌbæk,фолбэк,отступать,wordnet,noun,существительное,2
fallen,fallen,ˈfɑlən,фалн,упал,wordnet,verb,глагол,1
falsehood,falsehood,ˈfælsˌhʊd,фэлсхуд,ложь,wordnet,noun,существительное,3
fancier,fancier,ˈfænsiər,фэнсиэр,любитель,wordnet,noun,существительное,1
fancy,fancy,ˈfænsi,фэнси,изысканный,wordnet,noun,существительное,1
fantasia,fantasia,fænˈteɪʒə,фэнтэйжэ,фантазия,wordnet,noun,существительное,1
fantasy,fantasy,ˈfænəsi,фэнэси,фантастика,wordnet,noun,существительное,4
fashioned,fashioned,ˈfæʃənd,фэшнд,вылепленный,wordnet,verb,глагол,1
fate,fate,feɪt,фэйт,судьба,wordnet,noun,существительное,2
fava,fava,ˈfɑvə,фавэ,фава,wordnet,,,3
featured,featured,ˈfiʧərd,фичэрд,избранный,wordnet,verb,глагол,4
fedora,fedora,fɪˈdɔrə,фидорэ,шляпа-федора,wordnet,noun,существительное,1
feline,feline,ˈfiˌlaɪn,филайн,кошачий,wordnet,noun,существительное,13
female,female,ˈfiˌmeɪl,фимэйл,женский,wordnet,noun,существительное,1
fetching,fetching,ˈfɛʧɪŋ,фэчин,получение,wordnet,verb,глагол,1
fiction,fiction,ˈfɪkʃən,фикшн,вымысел,wordnet,noun,существительное,2
fiers,fiers,firz,фирз,гирлянды,wordnet,,,1
figured,figured,ˈfɪgjərd,фигйэрд,понял,wordnet,verb,глагол,1
fil,fil,fɪl,фил,фил,wordnet,,,1
film,film,fɪlm,филм,фильм,wordnet,noun,существительное,3
finger,finger,ˈfɪŋgər,фингэр,палец,wordnet,noun,существительное,4
finicky,finicky,ˈfɪnəki,финэки,привередливый,wordnet,adj,прилагательное,1
fish,fish,fɪʃ,фиш,рыба,wordnet,noun,существительное,6
fizz,fizz,fɪz,физ,шипение,wordnet,noun,существительное,7
flashy,flashy,ˈflæʃi,флэши,яркий,wordnet,adj,прилагательное,1
flat,flat,flæt,флэт,плоский,wordnet,noun,существительное,1
flatbed,flatbed,ˈflætˌbɛd,флэтбэд,бортовой,wordnet,noun,существительное,3
flaw,flaw,flɔ,фло,недостаток,wordnet,noun,существительное,1
flexibly,flexibly,ˈflɛksəbli,флэксэбли,гибко,wordnet,adv,наречие,1
flickr,flickr,ˈflɪkər,фликэр,фликр,wordnet,,,3
flood,flood,fləd,флэд,наводнение,wordnet,noun,существительное,3
flooding,flooding,ˈflədɪŋ,флэдин,наводнение,wordnet,noun,существительное,1
floppy,floppy,ˈflɑpi,флапи,гибкий,wordnet,noun,существительное,2
flowchart,flowchart,ˈfloʊˌʧɑrt,флоучарт,блок-схема,wordnet,noun,существительное,47
flowery,flowery,ˈflaʊəri,флауэри,цветочный,wordnet,adj,прилагательное,1
flowing,flowing,floʊɪŋ,флоуин,текущий,wordnet,noun,существительное,2
fluffy,fluffy,ˈfləfi,флэфи,пушистый,wordnet,adj,прилагательное,5
foo,foo,fu,фу,фу,wordnet,,,5
foolish,foolish,ˈfulɪʃ,фулиш,глупый,wordnet,adj,прилагательное,1
footer,footer,ˈfʊtər,футэр,нижний колонтитул,wordnet,noun,существительное,2
forecast,forecast,ˈfɔrˌkæst,форкэст,прогноз,wordnet,noun,существительное,16
foreground,foreground,ˈfɔrˌgraʊnd,форграунд,передний план,wordnet,noun,существительное,4
foresee,foresee,fɔrˈsi,форси,предвидеть,wordnet,verb,глагол,1
foreword,foreword,ˈfɔrˌwərd,форуэрд,предисловие,wordnet,noun,существительное,2
forgo,forgo,fɔrˈgoʊ,форгоу,отказаться,wordnet,verb,глагол,1
fork,fork,fɔrk,форк,вилка,wordnet,noun,существительное,1
fortune,fortune,ˈfɔrʧən,форчн,удача,wordnet,noun,существительное,8
forty,forty,ˈfɔrti,форти,сорок,wordnet,noun,существительное,4
founder,founder,ˈfaʊndər,фаундэр,основатель,wordnet,noun,существительное,1
fox,fox,fɑks,факс,лиса,wordnet,noun,существительное,2
fractional,fractional,ˈfrækʃənəl,фрэкшнл,дробный,wordnet,adj,прилагательное,2
france,france,fræns,фрэнс,Франция,wordnet,noun,существительное,2
francis,francis,ˈfrænsɪs,фрэнсис,Фрэнсис,wordnet,,,2
frankenstein,frankenstein,ˈfræŋkənˌstin,фрэнкнстин,Франкенштейн,wordnet,noun,существительное,13
frankfort,frankfort,ˈfræŋkfərt,фрэнкфэрт,Франкфурт,wordnet,noun,существительное,1
freeform,freeform,ˈfriˌfɔrm,фриформ,произвольная форма,wordnet,,,1
freeing,freeing,friɪŋ,фриин,освобождение,wordnet,noun,существительное,2
freezing,freezing,ˈfrizɪŋ,фризин,замораживание,wordnet,noun,существительное,2
friday,friday,ˈfraɪˌdeɪ,фрайдэй,пятница,wordnet,noun,существительное,6
fridge,fridge,frɪʤ,фридж,холодильник,wordnet,noun,существительное,1
friedrich,friedrich,ˈfridrɪk,фридрик,Фридрих,wordnet,,,2
frozen,frozen,ˈfroʊzən,фроузн,замороженный,wordnet,verb,глагол,9
fund,fund,fənd,фнд,фонд,wordnet,noun,существительное,1
